combination_id,source_category,source_label,scope_urls,include_offline,data_sensitivity,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,risk_label
SC-0981,Strategy F: Randomly Generated Scope Combinations,"service: Gmail, access_type: write, google_classification: restricted; service: Calendar, access_type: read, google_classification: non_sensitive; service: Fitness, access_type: write, google_classification: sensitive; service: Drive, access_type: write, google_classification: sensitive; service: Forms, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/gmail.settings.sharing; https://www.googleapis.com/auth/calendar.freebusy; https://www.googleapis.com/auth/fitness.activity.write; https://www.googleapis.com/auth/drive.scripts; https://www.googleapis.com/auth/forms.body; ,1,5,1,0,5,5,1,critical
SC-0982,Strategy F: Randomly Generated Scope Combinations,"service: Cloud, access_type: read, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; service: Admin, access_type: full_access, google_classification: sensitive; service: Blogger, access_type: read, google_classification: sensitive; service: Compute, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/cloud-platform.read-only; https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/admin.directory.user; https://www.googleapis.com/auth/blogger.readonly; https://www.googleapis.com/auth/compute.readonly; ,0,5,0,1,5,5,0,critical
SC-0983,Strategy F: Randomly Generated Scope Combinations,"service: Cloud Storage, access_type: read_write, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/devstorage.read_write; https://www.googleapis.com/auth/fitness.blood_glucose.read; https://www.googleapis.com/auth/drive.appdata; https://www.googleapis.com/auth/calendar.acls; openid; ,1,4,1,0,5,5,0,high
SC-0984,Strategy F: Randomly Generated Scope Combinations,"service: Drive, access_type: read, google_classification: restricted; service: Calendar, access_type: read, google_classification: sensitive; service: Slides, access_type: read, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.readonly; https://www.googleapis.com/auth/calendar.settings.readonly; https://www.googleapis.com/auth/presentations.readonly; https://www.googleapis.com/auth/directory.readonly; ,1,4,1,1,4,4,1,critical
SC-0985,Strategy F: Randomly Generated Scope Combinations,"service: Gmail, access_type: full_access, google_classification: restricted; service: Admin, access_type: read_write, google_classification: sensitive; service: Blogger, access_type: read, google_classification: sensitive; Online access only",https://mail.google.com/; https://www.googleapis.com/auth/admin.datatransfer; https://www.googleapis.com/auth/blogger.readonly; ,0,5,0,1,3,3,1,critical
SC-0986,Strategy F: Randomly Generated Scope Combinations,"service: Gmail, access_type: read, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; service: YouTube, access_type: write, google_classification: sensitive; service: YouTube, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/gmail.metadata; https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/youtube.upload; https://www.googleapis.com/auth/youtube.readonly; ,0,5,0,0,4,3,0,high
SC-0987,Strategy F: Randomly Generated Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/tasks; https://www.googleapis.com/auth/user.phonenumbers.read; ,0,4,0,0,3,3,0,high
SC-0988,Strategy F: Randomly Generated Scope Combinations,"service: Docs, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; service: Tasks, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/calendar.freebusy; https://www.googleapis.com/auth/tasks.readonly; ,1,4,1,0,3,3,0,high
SC-0989,Strategy F: Randomly Generated Scope Combinations,"service: Drive, access_type: read_write, google_classification: non_sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/drive.appdata; https://www.googleapis.com/auth/contacts.readonly; https://www.googleapis.com/auth/fitness.blood_glucose.read; ,0,4,0,1,3,3,0,medium
SC-0990,Strategy F: Randomly Generated Scope Combinations,"service: Calendar, access_type: read, google_classification: sensitive; service: Analytics, access_type: write, google_classification: sensitive; service: Fitness, access_type: write, google_classification: sensitive; service: Admin, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.calendars.readonly; https://www.googleapis.com/auth/analytics.manage.users; https://www.googleapis.com/auth/fitness.activity.write; https://www.googleapis.com/auth/admin.reports.audit.readonly; ,0,5,0,0,4,4,0,critical
SC-0991,Strategy F: Randomly Generated Scope Combinations,"service: Classroom, access_type: full_access, google_classification: sensitive; service: Compute, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read, google_classification: restricted; service: Gmail, access_type: read, google_classification: restricted; service: BigQuery, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/compute; https://www.googleapis.com/auth/drive.readonly; https://www.googleapis.com/auth/gmail.readonly; https://www.googleapis.com/auth/bigquery; ,0,5,0,0,5,5,1,critical
SC-0992,Strategy F: Randomly Generated Scope Combinations,"service: Forms, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: sensitive; service: Drive, access_type: read, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Gmail, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/forms.body.readonly; https://www.googleapis.com/auth/gmail.insert; https://www.googleapis.com/auth/drive.activity.readonly; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/gmail.compose; ,0,5,0,0,5,4,0,high
SC-0993,Strategy F: Randomly Generated Scope Combinations,"service: Gmail, access_type: read, google_classification: restricted; service: Contacts, access_type: read, google_classification: sensitive; service: AdSense, access_type: full_access, google_classification: sensitive; service: Compute, access_type: read, google_classification: sensitive; service: YouTube, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/gmail.readonly; https://www.googleapis.com/auth/directory.readonly; https://www.googleapis.com/auth/adsense; https://www.googleapis.com/auth/compute.readonly; https://www.googleapis.com/auth/youtube; ,1,5,1,1,5,5,1,critical
SC-0994,Strategy F: Randomly Generated Scope Combinations,"service: BigQuery, access_type: write, google_classification: sensitive; service: Firebase, access_type: write, google_classification: sensitive; service: Drive, access_type: read, google_classification: sensitive; service: AdSense, access_type: full_access, google_classification: sensitive; service: Chat, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/bigquery.insertdata; https://www.googleapis.com/auth/firebase.messaging; https://www.googleapis.com/auth/drive.activity.readonly; https://www.googleapis.com/auth/adsense; https://www.googleapis.com/auth/chat.messages.readonly; ,0,4,0,0,5,5,0,high
SC-0995,Strategy F: Randomly Generated Scope Combinations,"service: Fitness, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Contacts, access_type: full_access, google_classification: restricted; service: Photos, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/fitness.location.read; https://www.googleapis.com/auth/calendar.acls.readonly; https://www.googleapis.com/auth/contacts; https://www.googleapis.com/auth/photoslibrary; ,0,4,0,1,4,4,1,critical
SC-0996,Strategy F: Randomly Generated Scope Combinations,"service: Classroom, access_type: full_access, google_classification: sensitive; service: YouTube, access_type: write, google_classification: sensitive; service: Admin, access_type: full_access, google_classification: sensitive; service: Gmail, access_type: read_write, google_classification: restricted; service: Analytics, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/youtube.upload; https://www.googleapis.com/auth/admin.directory.rolemanagement; https://www.googleapis.com/auth/gmail.modify; https://www.googleapis.com/auth/analytics; ,1,5,1,1,5,5,1,critical
SC-0997,Strategy F: Randomly Generated Scope Combinations,"service: Forms, access_type: read, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Admin, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/forms.body.readonly; https://www.googleapis.com/auth/fitness.location.read; https://www.googleapis.com/auth/calendar.calendarlist.readonly; https://www.googleapis.com/auth/admin.reports.audit.readonly; ,1,5,1,0,4,4,0,high
SC-0998,Strategy F: Randomly Generated Scope Combinations,"service: Analytics, access_type: write, google_classification: sensitive; service: Cloud, access_type: full_access, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Contacts, access_type: read, google_classification: sensitive; service: Chat, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/analytics.edit; https://www.googleapis.com/auth/cloud-platform; https://www.googleapis.com/auth/gmail.settings.sharing; https://www.googleapis.com/auth/user.gender.read; https://www.googleapis.com/auth/chat.memberships; ,0,5,0,1,5,5,1,critical
SC-0999,Strategy F: Randomly Generated Scope Combinations,"service: Compute, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Identity, access_type: read, google_classification: non_sensitive; service: Tasks, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/compute.readonly; https://www.googleapis.com/auth/gmail.settings.sharing; https://www.googleapis.com/auth/userinfo.profile; https://www.googleapis.com/auth/tasks.readonly; https://www.googleapis.com/auth/calendar.events.freebusy; ,0,5,0,0,5,5,1,critical
SC-1000,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Admin, access_type: full_access, google_classification: sensitive; service: Gmail, access_type: read, google_classification: sensitive; service: Gmail, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/admin.directory.user; https://www.googleapis.com/auth/gmail.addons.current.message.metadata; https://www.googleapis.com/auth/gmail.addons.current.message.action; ,1,5,1,1,3,2,0,critical
SC-1001,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Admin, access_type: full_access, google_classification: sensitive; service: Admin, access_type: read, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/admin.directory.user; https://www.googleapis.com/auth/admin.directory.user.readonly; https://www.googleapis.com/auth/directory.readonly; ,1,5,1,1,3,2,0,critical
SC-1002,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Admin, access_type: read, google_classification: sensitive; service: Drive, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/admin.reports.audit.readonly; https://www.googleapis.com/auth/drive.scripts; ,1,5,1,0,2,2,0,high
SC-1003,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Admin, access_type: read, google_classification: sensitive; service: Apps Script, access_type: read, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/admin.reports.audit.readonly; https://www.googleapis.com/auth/script.projects.readonly; https://www.googleapis.com/auth/script.projects; ,0,5,0,0,3,2,0,high
SC-1004,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Admin, access_type: read, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/admin.directory.user.readonly; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/spreadsheets.readonly; ,0,5,0,1,3,2,0,high
SC-1005,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Admin, access_type: read_write, google_classification: sensitive; service: Firebase, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/admin.datatransfer; https://www.googleapis.com/auth/firebase.readonly; ,0,5,0,1,2,2,0,critical
SC-1006,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Admin, access_type: full_access, google_classification: sensitive; service: Admin, access_type: read, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/admin.directory.domain; https://www.googleapis.com/auth/admin.directory.user.readonly; https://www.googleapis.com/auth/classroom.courses.readonly; ,1,5,1,1,3,2,0,critical
SC-1007,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Admin, access_type: read, google_classification: sensitive; service: Cloud, access_type: read, google_classification: sensitive; service: Cloud, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/admin.directory.user.readonly; https://www.googleapis.com/auth/cloud-platform.read-only; https://www.googleapis.com/auth/cloud-platform; ,0,5,0,1,3,2,0,critical
SC-1008,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Admin, access_type: write, google_classification: sensitive; service: BigQuery, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/admin.directory.user.security; https://www.googleapis.com/auth/bigquery; ,1,5,1,0,2,2,0,critical
SC-1009,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Admin, access_type: read, google_classification: sensitive; service: Admin, access_type: write, google_classification: sensitive; service: Compute, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/admin.reports.audit.readonly; https://www.googleapis.com/auth/admin.directory.user.security; https://www.googleapis.com/auth/compute.readonly; ,1,5,1,0,3,2,0,critical
SC-1010,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Admin, access_type: full_access, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/admin.directory.rolemanagement; openid; https://www.googleapis.com/auth/userinfo.email; ,0,5,0,1,3,2,0,critical
SC-1011,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: read, google_classification: restricted; service: Contacts, access_type: read, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/gmail.readonly; https://www.googleapis.com/auth/user.emails.read; https://www.googleapis.com/auth/user.gender.read; ,0,5,0,0,3,2,1,critical
SC-1012,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: read, google_classification: sensitive; service: Drive, access_type: read, google_classification: sensitive; service: Drive, access_type: read, google_classification: restricted; Online access only",https://www.googleapis.com/auth/gmail.addons.current.message.metadata; https://www.googleapis.com/auth/drive.activity.readonly; https://www.googleapis.com/auth/drive.readonly; ,0,5,0,0,3,2,1,critical
SC-1013,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: read, google_classification: sensitive; service: Photos, access_type: full_access, google_classification: sensitive; service: Photos, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/gmail.addons.current.message.action; https://www.googleapis.com/auth/photoslibrary; https://www.googleapis.com/auth/photoslibrary.readonly; ,0,5,0,0,3,2,0,high
SC-1014,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: write, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; service: Docs, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/gmail.insert; https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/documents; ,0,5,0,0,3,2,0,high
SC-1015,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: write, google_classification: sensitive; service: Gmail, access_type: read, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/gmail.addons.current.action.compose; https://www.googleapis.com/auth/gmail.addons.current.message.readonly; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/spreadsheets.readonly; ,0,5,0,0,4,2,0,high
SC-1016,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: read, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/gmail.metadata; https://www.googleapis.com/auth/script.deployments; ,1,5,1,0,2,2,0,high
SC-1017,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: write, google_classification: sensitive; service: Firebase, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/gmail.compose; https://www.googleapis.com/auth/firebase.messaging; ,0,5,0,0,2,2,0,high
SC-1018,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: full_access, google_classification: restricted; service: Gmail, access_type: write, google_classification: sensitive; service: YouTube, access_type: write, google_classification: sensitive; service: YouTube, access_type: read, google_classification: sensitive; Offline refresh token",https://mail.google.com/; https://www.googleapis.com/auth/gmail.addons.current.action.compose; https://www.googleapis.com/auth/youtube.upload; https://www.googleapis.com/auth/youtube.readonly; ,1,5,1,0,4,2,1,critical
SC-1019,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: write, google_classification: sensitive; service: Forms, access_type: read_write, google_classification: sensitive; service: Forms, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/gmail.addons.current.action.compose; https://www.googleapis.com/auth/forms; https://www.googleapis.com/auth/forms.currentonly; ,1,5,1,0,3,2,0,high
SC-1020,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: read, google_classification: sensitive; service: Gmail, access_type: read, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/gmail.metadata; https://www.googleapis.com/auth/gmail.addons.current.message.action; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.profile.emails; ,1,5,1,1,4,2,0,high
SC-1021,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: write, google_classification: sensitive; service: Gmail, access_type: read, google_classification: restricted; service: Calendar, access_type: read, google_classification: non_sensitive; service: Calendar, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/gmail.insert; https://www.googleapis.com/auth/gmail.readonly; https://www.googleapis.com/auth/calendar.freebusy; https://www.googleapis.com/auth/calendar.settings.readonly; ,1,5,1,0,4,2,1,critical
SC-1022,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: read, google_classification: sensitive; service: Cloud, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/gmail.addons.current.message.metadata; https://www.googleapis.com/auth/cloud-platform.read-only; ,1,5,1,0,2,2,0,high
SC-1023,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: full_access, google_classification: restricted; service: BigQuery, access_type: full_access, google_classification: sensitive; Offline refresh token",https://mail.google.com/; https://www.googleapis.com/auth/bigquery; ,1,5,1,0,2,2,1,critical
SC-1024,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: write, google_classification: restricted; service: Compute, access_type: full_access, google_classification: sensitive; service: Compute, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/gmail.settings.sharing; https://www.googleapis.com/auth/compute; https://www.googleapis.com/auth/compute.readonly; ,1,5,1,0,3,2,1,critical
SC-1025,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: write, google_classification: restricted; service: Blogger, access_type: full_access, google_classification: sensitive; service: Blogger, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/blogger; https://www.googleapis.com/auth/blogger.readonly; ,1,5,1,0,3,2,1,critical
SC-1026,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: write, google_classification: sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; service: AdSense, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/gmail.addons.current.action.compose; https://www.googleapis.com/auth/adsense.readonly; https://www.googleapis.com/auth/adsense; ,1,5,1,0,3,2,0,high
SC-1027,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Gmail, access_type: write, google_classification: restricted; service: Gmail, access_type: write, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/gmail.compose; https://www.googleapis.com/auth/userinfo.profile; ,1,5,1,0,3,2,1,critical
SC-1028,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Keep, access_type: read, google_classification: restricted; Offline refresh token",https://www.googleapis.com/auth/contacts.other.readonly; https://www.googleapis.com/auth/user.emails.read; https://www.googleapis.com/auth/keep.readonly; ,1,4,1,0,3,2,1,critical
SC-1029,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Chat, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/user.gender.read; https://www.googleapis.com/auth/chat.messages; ,1,4,1,0,2,2,0,high
SC-1030,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Drive, access_type: write, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/contacts.other.readonly; https://www.googleapis.com/auth/drive.scripts; https://www.googleapis.com/auth/drive.metadata; ,1,4,1,0,3,2,0,high
SC-1031,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Photos, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/user.emails.read; https://www.googleapis.com/auth/photoslibrary.readonly.appcreateddata; ,0,4,0,0,2,2,0,medium
SC-1032,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Docs, access_type: full_access, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/user.emails.read; https://www.googleapis.com/auth/user.organization.read; https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/documents.readonly; ,1,4,1,0,4,2,0,high
SC-1033,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/user.birthday.read; https://www.googleapis.com/auth/spreadsheets; ,1,4,1,0,2,2,0,high
SC-1034,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Groups, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/user.organization.read; https://www.googleapis.com/auth/groups; ,1,4,1,0,2,2,0,high
SC-1035,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/directory.readonly; https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/script.deployments; ,1,4,1,1,3,2,0,high
SC-1036,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Firebase, access_type: read, google_classification: sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/user.emails.read; https://www.googleapis.com/auth/firebase.readonly; https://www.googleapis.com/auth/firebase; ,1,4,1,0,3,2,0,high
SC-1037,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Forms, access_type: read, google_classification: sensitive; service: Forms, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/user.emails.read; https://www.googleapis.com/auth/contacts.other.readonly; https://www.googleapis.com/auth/forms.responses.readonly; https://www.googleapis.com/auth/forms.body.readonly; ,1,4,1,0,4,2,0,high
SC-1038,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Cloud, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/user.phonenumbers.read; https://www.googleapis.com/auth/contacts.readonly; https://www.googleapis.com/auth/cloud-platform; ,0,4,0,1,3,2,0,critical
SC-1039,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/user.birthday.read; https://www.googleapis.com/auth/tasks; ,0,4,0,0,2,2,0,high
SC-1040,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/user.gender.read; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.courses; ,1,4,1,0,3,2,0,high
SC-1041,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/user.addresses.read; https://www.googleapis.com/auth/calendar.app.created; ,0,4,0,0,2,2,0,medium
SC-1042,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Contacts, access_type: read, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/user.phonenumbers.read; https://www.googleapis.com/auth/directory.readonly; https://www.googleapis.com/auth/userinfo.profile; openid; ,0,4,0,1,4,2,0,medium
SC-1043,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Keep, access_type: full_access, google_classification: restricted; service: Keep, access_type: read, google_classification: restricted; service: Chat, access_type: full_access, google_classification: sensitive; service: Chat, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/keep.readonly; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/chat.spaces; ,0,4,0,0,4,2,1,critical
SC-1044,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Keep, access_type: read, google_classification: restricted; service: Fitness, access_type: read, google_classification: sensitive; service: Fitness, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/keep.readonly; https://www.googleapis.com/auth/fitness.activity.read; https://www.googleapis.com/auth/fitness.activity.write; ,1,4,1,0,3,2,1,critical
SC-1045,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Keep, access_type: read, google_classification: restricted; service: Drive, access_type: read, google_classification: restricted; Offline refresh token",https://www.googleapis.com/auth/keep.readonly; https://www.googleapis.com/auth/drive.readonly; ,1,4,1,0,2,2,1,critical
SC-1046,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Keep, access_type: read, google_classification: restricted; service: Keep, access_type: full_access, google_classification: restricted; service: Docs, access_type: full_access, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/keep.readonly; https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/documents.readonly; ,1,4,1,0,4,2,1,critical
